Date;Sampling;Field;Treatment;Pot;Phylum/ Subphylum;Class/ Subclass;Order/ Suborder;Family/ Subfamily;Genus;Species;Stage;Relative_Abundance;Ponderation;Total_Abundance;Observations
2025-07-23;2;1;BE;Pot tot;Arthropoda;Insecta;Diptera;Chironominae;;;Pupa;2;1;2;
2025-07-23;2;1;BE;Pot tot;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;;1;1;1;
2025-07-23;2;1;BE;Pot tot;Arthropoda;Insecta;Diptera;Chironominae;;;;1;1;1;
2025-07-23;2;1;BE;Submuestra;Arthropoda;Insecta;Diptera;Orthocladiinae;;;;1;4;4;
2025-07-23;2;1;BE;Submuestra;Mollusca;Gastropoda;Basommatophora;Planorbidae sp1;;;;14;4;56;
2025-07-23;2;1;BE;Submuestra;Arthropoda;Insecta;Heteroptera;Gerridae;Gerris;sp;;1;4;4;
2025-07-23;2;1;BE;Submuestra;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Enochrus;sp;Larva;1;4;4;
2025-07-23;2;1;BE;Submuestra;Arthropoda;Insecta;Diptera;Chironominae;;;Pupa;3;4;12;
2025-07-23;2;1;BE;Submuestra;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;;79;4;316;
2025-07-23;2;1;BE;Submuestra;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;;8;4;32;
2025-07-23;2;1;BE;Submuestra;Arthropoda;Insecta;Odonata;Aeshnidae;Anax;imperator;;1;4;4;
2025-07-23;2;1;BE;Submuestra;Arthropoda;Insecta;Heteroptera;Corixinae;;;Pequeños;6;4;24;
2025-07-23;2;1;BE;Submuestra;Crustacea;Copepoda;Cyclopoida;;;;;35;4;140;
2025-07-23;2;1;BE;Submuestra;Arthropoda;Collembola;;;;;;1;4;4;
2025-07-23;2;1;BE;Submuestra;Crustacea;Branchiopoda;Cladocera;Daphniidae;;;;1;4;4;
2025-07-23;2;1;BE;Submuestra;Crustacea;Ostracoda sp1;;;;;;1;4;4;
2025-07-23;2;1;BE;Submuestra;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;;59;4;236;
2025-07-23;2;1;BE;Submuestra;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Radix;peregra;;16;4;64;
2025-07-23;2;1;BE;Submuestra;Mollusca;Gastropoda;Basommatophora;Planorbidae;;;Pequeños;8;4;32;
2025-07-23;2;1;BE;Submuestra;Arthropoda;Insecta;Heteroptera;Notonectidae;;;Pequeños;34;4;136;
2025-07-23;2;1;BE;Submuestra;Arthropoda;Insecta;Diptera;Chironominae;;;;167;4;668;
2025-07-23;2;1;BE;Submuestra;Annelida;Oligochaeta;;;;;;83;4;332;
2025-07-23;2;1;FO;Pot tot;Arthropoda;Insecta;Diptera;Chironominae;;;;8;1;8;
2025-07-23;2;1;FO;Pot tot;Arthropoda;Insecta;Diptera;Chironominae;;;Pupa;3;1;3;
2025-07-23;2;1;FO;Pot tot;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Enochrus;sp;Larva;1;1;1;
2025-07-23;2;1;FO;Pot tot;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;;2;1;2;
2025-07-23;2;1;FO;Pot tot;Arthropoda;Insecta;Odonata;Libellulidae;Sympetrum;fonscolombii;;2;1;2;
2025-07-23;2;1;FO;Pot tot;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;;10;1;10;
2025-07-23;2;1;FO;Pot tot;Arthropoda;Insecta;Heteroptera;Gerridae;Gerris;sp;;4;1;4;
2025-07-23;2;1;FO;Pot tot;Arthropoda;Insecta;Heteroptera;Corixinae;;;Pequeños;8;1;8;
2025-07-23;2;1;FO;Pot tot;Arthropoda;Insecta;Heteroptera;Corixinae sp1;;;;3;1;3;
2025-07-23;2;1;FO;Pot tot;Arthropoda;Insecta;Heteroptera;Corixinae sp2;;;;1;1;1;
2025-07-23;2;1;FO;Pot tot;Arthropoda;Insecta;Heteroptera;Notonectidae;;;Pequeños;15;1;15;
2025-07-23;2;1;FO;Pot tot;Arthropoda;Insecta;Heteroptera;Notonectidae;Anisops;sardeus;;5;1;5;
2025-07-23;2;1;FO;Pot tot;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;;4;1;4;
2025-07-23;2;1;FO;Pot tot;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydroglyphus;geminus;Adulto;4;1;4;
2025-07-23;2;1;FO;Pot tot;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;Adulto;16;1;16;
2025-07-23;2;1;FO;Pot tot;Arthropoda;Insecta;Diptera;Culicinae;Culex;modestus;;1;1;1;
2025-07-23;2;1;FO;Pot tot;Arthropoda;Insecta;Ephemeroptera;Baetidae;;;;1;1;1;
2025-07-23;2;1;FO;Pot tot;Arthropoda;Insecta;Diptera;Sciomyzidae;;;;1;1;1;
2025-07-23;2;1;FO;Submuestra;Arthropoda;Insecta;Diptera;Chironominae;;;Pupa;1;8;8;
2025-07-23;2;1;FO;Submuestra;Arthropoda;Insecta;Diptera;Culicinae;Culex;sp;;1;8;8;
2025-07-23;2;1;FO;Submuestra;Arthropoda;Insecta;Heteroptera;Gerridae;Gerris;sp;;1;8;8;
2025-07-23;2;1;FO;Submuestra;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;;1;8;8;
2025-07-23;2;1;FO;Submuestra;Arthropoda;Insecta;Odonata;Libellulidae;Sympetrum;fonscolombii;;4;8;32;
2025-07-23;2;1;FO;Submuestra;Arthropoda;Insecta;Heteroptera;Corixinae;;;Pequeños;2;8;16;
2025-07-23;2;1;FO;Submuestra;Arthropoda;Insecta;Heteroptera;Notonectidae;;;Pequeños;2;8;16;
2025-07-23;2;1;FO;Submuestra;Arthropoda;Insecta;Odonata;Libellulidae;Sympetrum;fonscolombii;;22;8;176;
2025-07-23;2;1;FO;Submuestra;Crustacea;Copepoda;Cyclopoida;;;;;3;8;24;
2025-07-23;2;1;FO;Submuestra;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;;36;8;288;
2025-07-23;2;1;FO;Submuestra;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Radix;peregra;;4;8;32;
2025-07-23;2;1;FO;Submuestra;Mollusca;Gastropoda;Basommatophora;Planorbidae;;;Pequeños;4;8;32;
2025-07-23;2;1;FO;Submuestra;Arthropoda;Insecta;Diptera;Chironominae;;;;61;8;488;
2025-07-23;2;1;FO;Submuestra;Annelida;Oligochaeta;;;;;;43;8;344;
2025-07-23;2;2;BE;Pot tot;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;;14;1;14;
2025-07-23;2;2;BE;Pot tot;Arthropoda;Insecta;Odonata;Libellulidae;Sympetrum;fonscolombii;;2;1;2;
2025-07-23;2;2;BE;Pot tot;Arthropoda;Insecta;Heteroptera;Corixinae;;;Pequeños;1;1;1;
2025-07-23;2;2;BE;Pot tot;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;Adulto;8;1;8;
2025-07-23;2;2;BE;Submuestra;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;;6;16;96;
2025-07-23;2;2;BE;Submuestra;Mollusca;Gastropoda;Basommatophora;Planorbidae;Planorbis;carinatus;;4;16;64;
2025-07-23;2;2;BE;Submuestra;Mollusca;Gastropoda;Basommatophora;Planorbidae sp1;;;;3;16;48;
2025-07-23;2;2;BE;Submuestra;Arthropoda;Insecta;Diptera;Tabanidae;;;Pupa;2;16;32;
2025-07-23;2;2;BE;Submuestra;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;;1;16;16;
2025-07-23;2;2;BE;Submuestra;Mollusca;Gastropoda;Basommatophora;Planorbidae;;;Pequeños;29;16;464;
2025-07-23;2;2;BE;Submuestra;Arthropoda;Insecta;Diptera;Ceratopogoninae;;;;1;16;16;
2025-07-23;2;2;BE;Submuestra;Crustacea;Copepoda;Cyclopoida;;;;;1;16;16;
2025-07-23;2;2;BE;Submuestra;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;;19;16;304;
2025-07-23;2;2;BE;Submuestra;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Radix;peregra;;8;16;128;
2025-07-23;2;2;BE;Submuestra;Crustacea;Ostracoda sp1;;;;;;4;16;64;
2025-07-23;2;2;BE;Submuestra;Crustacea;Ostracoda sp2;;;;;;17;16;272;
2025-07-23;2;2;BE;Submuestra;Crustacea;Ostracoda sp3;;;;;;48;16;768;
2025-07-23;2;2;FO;Pot tot;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;;16;1;16;
2025-07-23;2;2;FO;Pot tot;Arthropoda;Insecta;Odonata;Libellulidae;Sympetrum;fonscolombii;;2;1;2;
2025-07-23;2;2;FO;Pot tot;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;Adulto;10;1;10;
2025-07-23;2;2;FO;Pot tot;Arthropoda;Insecta;Diptera;Ephydridae;;;;1;1;1;
2025-07-23;2;2;FO;Pot tot;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Enochrus;sp;Larva;1;1;1;
2025-07-23;2;2;FO;Pot tot;Arthropoda;Insecta;Diptera;Tabanidae;;;Pupa;1;1;1;
2025-07-23;2;2;FO;Pot tot;Arthropoda;Insecta;Heteroptera;Corixinae;;;Pequeños;3;1;3;
2025-07-23;2;2;FO;Pot tot;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;;1;1;1;
2025-07-23;2;2;FO;Submuestra;Mollusca;Gastropoda;Basommatophora;Planorbidae sp1;;;;10;16;160;
2025-07-23;2;2;FO;Submuestra;Crustacea;Copepoda;Cyclopoida;;;;;2;16;32;
2025-07-23;2;2;FO;Submuestra;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Enochrus;sp;Larva;2;16;32;
2025-07-23;2;2;FO;Submuestra;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;;1;16;16;
2025-07-23;2;2;FO;Submuestra;Arthropoda;Insecta;Heteroptera;Corixinae;;;Pequeños;1;16;16;
2025-07-23;2;2;FO;Submuestra;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;;37;16;592;
2025-07-23;2;2;FO;Submuestra;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Radix;peregra;;13;16;208;
2025-07-23;2;2;FO;Submuestra;Mollusca;Gastropoda;Basommatophora;Planorbidae;;;Pequeños;56;16;896;
2025-07-23;2;2;FO;Submuestra;Crustacea;Ostracoda sp2;;;;;;11;16;176;
2025-07-23;2;2;FO;Submuestra;Crustacea;Ostracoda sp3;;;;;;20;16;320;
2025-07-23;2;2;FO;Submuestra;Crustacea;Copepoda;Cyclopoida;;;;;4;16;64;
2025-07-23;2;3;FO;Pot tot;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;Adulto;30;1;30;
2025-07-23;2;3;FO;Pot tot;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;;8;1;8;
2025-07-23;2;3;FO;Pot tot;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Helochares;sp;Larva;2;1;2;
2025-07-23;2;3;FO;Submuestra;Mollusca;Gastropoda;Basommatophora;Planorbidae;;;Pequeños;1;32;32;
2025-07-23;2;3;FO;Submuestra;Crustacea;Ostracoda sp1;;;;;;1;32;32;
2025-07-23;2;3;FO;Submuestra;Crustacea;Ostracoda sp2;;;;;;1;32;32;
2025-07-23;2;3;BE;Pot tot;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;;11;1;11;
2025-07-23;2;3;BE;Pot tot;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;Adulto;31;1;31;
2025-07-23;2;3;BE;Pot tot;Arthropoda;Insecta;Odonata;Libellulidae;Sympetrum;fonscolombii;;2;1;2;
2025-07-23;2;3;BE;Pot tot;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Helochares;sp;Larva;1;1;1;
2025-07-23;2;3;BE;Pot tot;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Enochrus;sp;Larva;1;1;1;
2025-07-23;2;3;BE;Pot tot;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydroglyphus;geminus;Adulto;1;1;1;
2025-07-23;2;3;BE;Submuestra;Mollusca;Gastropoda;Basommatophora;Planorbidae sp1;;;;2;32;64;
2025-07-23;2;3;BE;Submuestra;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydroglyphus;;Larva;2;32;64;
2025-07-23;2;3;BE;Submuestra;Arthropoda;Insecta;Diptera;Chironominae;;;;3;32;96;
2025-07-23;2;3;BE;Submuestra;Crustacea;Copepoda;Cyclopoida;;;;;7;32;224;
2025-07-23;2;3;BE;Submuestra;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;;9;32;288;
2025-07-23;2;3;BE;Submuestra;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Radix;peregra;;6;32;192;
2025-07-23;2;3;BE;Submuestra;Mollusca;Gastropoda;Basommatophora;Planorbidae;;;Pequeños;35;32;1120;
2025-07-23;2;3;BE;Submuestra;Crustacea;Ostracoda sp2;;;;;;17;32;544;
2025-07-23;2;3;BE;Submuestra;Crustacea;Ostracoda sp3;;;;;;3;32;96;
2025-07-23;2;4;FO;Pot tot;Crustacea;Malacostraca;Decapoda;Cambaridae;Procambarus;clarkii;;1;1;1;
2025-07-23;2;4;FO;Pot tot;Annelida;Hirudinea;Arhynchobdellida;Erpobdellidae;Erpobdella;sp;;1;1;1;
2025-07-23;2;4;FO;Pot tot;Arthropoda;Insecta;Odonata;Libellulidae;Sympetrum;fonscolombii;;14;1;14;
2025-07-23;2;4;FO;Pot tot;Arthropoda;Insecta;Heteroptera;Notonectidae;;;Pequeños;3;1;3;
2025-07-23;2;4;FO;Pot tot;Arthropoda;Insecta;Heteroptera;Notonectidae;Anisops;sardeus;;1;1;1;
2025-07-23;2;4;FO;Pot tot;Arthropoda;Insecta;Heteroptera;Corixinae;;;Pequeños;3;1;3;
2025-07-23;2;4;FO;Pot tot;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;Adulto;24;1;24;
2025-07-23;2;4;FO;Pot tot;Arthropoda;Insecta;Heteroptera;Corixinae sp1;;;;8;1;8;
2025-07-23;2;4;FO;Pot tot;Arthropoda;Insecta;Heteroptera;Corixinae sp2;;;;1;1;1;
2025-07-23;2;4;FO;Pot tot;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;;1;1;1;
2025-07-23;2;4;FO;Pot tot;Arthropoda;Insecta;Diptera;Chironominae;;;Pupa;4;1;4;
2025-07-23;2;4;FO;Pot tot;Crustacea;Ostracoda sp2;;;;;;1;1;1;
2025-07-23;2;4;FO;Pot tot;Arthropoda;Insecta;Diptera;Chironominae;;;;32;1;32;
2025-07-23;2;4;FO;Submuestra;Arthropoda;Insecta;Diptera;Chironominae;;;;21;16;336;
2025-07-23;2;4;FO;Submuestra;Arthropoda;Insecta;Heteroptera;Corixinae;;;Pequeños;5;16;80;
2025-07-23;2;4;FO;Submuestra;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;;2;16;32;
2025-07-23;2;4;FO;Submuestra;Arthropoda;Insecta;Diptera;Chironominae;;;Pupa;1;16;16;
2025-07-23;2;4;FO;Submuestra;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;;18;16;288;
2025-07-23;2;4;FO;Submuestra;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Radix;peregra;;26;16;416;
2025-07-23;2;4;FO;Submuestra;Mollusca;Gastropoda;Basommatophora;Planorbidae;;;Pequeños;7;16;112;
2025-07-23;2;4;BE;Pot tot;Arthropoda;Insecta;Diptera;Tabanidae;;;;2;1;2;Se les ve muy bien la corona locomotriz
2025-07-23;2;4;BE;Pot tot;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;Adulto;31;1;31;
2025-07-23;2;4;BE;Pot tot;Arthropoda;Insecta;Odonata;Libellulidae;Sympetrum;fonscolombii;;15;1;15;
2025-07-23;2;4;BE;Pot tot;Arthropoda;Insecta;Odonata;Aeshnidae;Anax;parthenope;;2;1;2;
2025-07-23;2;4;BE;Pot tot;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;;2;1;2;
2025-07-23;2;4;BE;Pot tot;Arthropoda;Insecta;Ephemeroptera;Baetidae;;;;3;1;3;
2025-07-23;2;4;BE;Pot tot;Arthropoda;Insecta;Heteroptera;Notonectidae;;;Pequeños;9;1;9;
2025-07-23;2;4;BE;Pot tot;Arthropoda;Insecta;Heteroptera;Corixinae;;;Pequeños;5;1;5;
2025-07-23;2;4;BE;Pot tot;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Enochrus;sp;Adulto;4;1;4;
2025-07-23;2;4;BE;Pot tot;Arthropoda;Insecta;Diptera;Chironominae;;;Pupa;2;1;2;
2025-07-23;2;4;BE;Pot tot;Arthropoda;Insecta;Diptera;Chironominae;;;;2;1;2;
2025-07-23;2;4;BE;Pot tot;Arthropoda;Insecta;Heteroptera;Corixinae sp1;;;;4;1;4;
2025-07-23;2;4;BE;Pot tot;Arthropoda;Insecta;Diptera;Sciomyzidae;;;;2;1;2;
2025-07-23;2;4;BE;Pot tot;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydroglyphus;geminus;Adulto;12;1;12;
2025-07-23;2;4;BE;Pot tot;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydaticus;leander;Larva;1;1;1;
2025-07-23;2;4;BE;Pot tot;Arthropoda;Insecta;Coleoptera;Dytiscidae;Eretes;griseus;Adulto;1;1;1;
2025-07-23;2;4;BE;Submuestra;Arthropoda;Insecta;Diptera;Chironominae;;;;25;32;800;
2025-07-23;2;4;BE;Submuestra;Annelida;Oligochaeta;;;;;;2;32;64;
2025-07-23;2;4;BE;Submuestra;Arthropoda;Insecta;Heteroptera;Corixinae;;;Pequeños;3;32;96;
2025-07-23;2;4;BE;Submuestra;Crustacea;Copepoda;Cyclopoida;;;;;3;32;96;
2025-07-23;2;4;BE;Submuestra;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;;14;32;448;
2025-07-23;2;4;BE;Submuestra;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Radix;peregra;;19;32;608;
2025-07-23;2;4;BE;Submuestra;Mollusca;Gastropoda;Basommatophora;Planorbidae;;;Pequeños;1;32;32;
2025-07-23;2;5;BE;Pot tot;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;Adulto;68;1;68;
2025-07-23;2;5;BE;Pot tot;Arthropoda;Insecta;Heteroptera;Notonectidae;;;Pequeños;6;1;6;
2025-07-23;2;5;BE;Pot tot;Arthropoda;Insecta;Heteroptera;Gerridae;Gerris;sp;;1;1;1;
2025-07-23;2;5;BE;Pot tot;Arthropoda;Insecta;Heteroptera;Corixinae;;;Pequeños;1;1;1;
2025-07-23;2;5;BE;Pot tot;Arthropoda;Insecta;Heteroptera;Corixinae sp1;;;;1;1;1;
2025-07-23;2;5;BE;Pot tot;Arthropoda;Insecta;Diptera;Tanypodinae;;;;1;1;1;
2025-07-23;2;5;BE;Pot tot;Arthropoda;Insecta;Odonata;Libellulidae;Sympetrum;fonscolombii;;1;1;1;
2025-07-23;2;5;BE;Pot tot;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;;24;1;24;
2025-07-23;2;5;BE;Submuestra;Crustacea;Ostracoda sp3;;;;;;3;32;96;
2025-07-23;2;5;BE;Submuestra;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;;1;32;32;
2025-07-23;2;5;BE;Submuestra;Annelida;Hirudinea;Arhynchobdellida;Erpobdellidae;Erpobdella;sp;;1;32;32;
2025-07-23;2;5;BE;Submuestra;Crustacea;Ostracoda sp1;;;;;;1;32;32;
2025-07-23;2;5;BE;Submuestra;Arthropoda;Insecta;Diptera;Chironominae;;;;1;32;32;
2025-07-23;2;5;FO;Pot tot;Crustacea;Malacostraca;Decapoda;Cambaridae;Procambarus;clarkii;;2;1;2;
2025-07-23;2;5;FO;Pot tot;Arthropoda;Insecta;Odonata;Aeshnidae;Anax;parthenope;;1;1;1;
2025-07-23;2;5;FO;Pot tot;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;Adulto;55;1;55;
2025-07-23;2;5;FO;Pot tot;Arthropoda;Insecta;Heteroptera;Notonectidae;;;Pequeños;45;1;45;
2025-07-23;2;5;FO;Pot tot;Arthropoda;Insecta;Heteroptera;Gerridae;Gerris;sp;;10;1;10;
2025-07-23;2;5;FO;Pot tot;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;;12;1;12;
2025-07-23;2;5;FO;Pot tot;Arthropoda;Insecta;Odonata;Libellulidae;Sympetrum;fonscolombii;;10;1;10;
2025-07-23;2;5;FO;Pot tot;Arthropoda;Insecta;Heteroptera;Corixinae sp2;;;;1;1;1;
2025-07-23;2;5;FO;Pot tot;Arthropoda;Collembola;;;;;;1;1;1;
2025-07-23;2;5;FO;Pot tot;Arthropoda;Insecta;Heteroptera;Corixinae;;;Pequeños;11;1;11;
2025-07-23;2;5;FO;Pot tot;Arthropoda;Insecta;Heteroptera;Mesoveliidae;Mesovelia;vittigera;;1;1;1;
2025-07-23;2;5;FO;Pot tot;Crustacea;Ostracoda sp3;;;;;;1;1;1;
2025-07-23;2;5;FO;Pot tot;Crustacea;Ostracoda sp2;;;;;;1;1;1;
2025-07-23;2;5;FO;Pot tot;Arthropoda;Insecta;Diptera;Tanypodinae;;;Pupa;2;1;2;
2025-07-23;2;5;FO;Pot tot;Arthropoda;Insecta;Diptera;Chironominae;;;;21;1;21;
2025-07-23;2;5;FO;Pot tot;Arthropoda;Insecta;Diptera;Chironominae;;;Pupa;1;1;1;
2025-07-23;2;5;FO;Pot tot;Arthropoda;Insecta;Diptera;Tanypodinae;;;;1;1;1;
2025-07-23;2;5;FO;Pot tot;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydaticus;sp;Larva;1;1;1;
2025-07-23;2;5;FO;Pot tot;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Enochrus;sp;Larva;2;1;2;
2025-07-23;2;5;FO;Pot tot;Crustacea;Copepoda;Cyclopoida;;;;;1;1;1;
2025-07-23;2;5;FO;Pot tot;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Radix;peregra;;1;1;1;
2025-07-23;2;5;FO;Submuestra;Crustacea;Ostracoda sp1;;;;;;1;32;32;
2025-07-23;2;5;FO;Submuestra;Arthropoda;Insecta;Diptera;Chironominae;;;;1;32;32;
2025-07-23;2;5;FO;Submuestra;Arthropoda;Insecta;Heteroptera;Notonectidae;;;Pequeños;3;32;96;
2025-07-23;2;5;FO;Submuestra;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;;2;32;64;
2025-07-23;2;5;FO;Submuestra;Crustacea;Copepoda;Cyclopoida;;;;;1;32;32;
2025-07-23;2;5;FO;Submuestra;Crustacea;Ostracoda sp3;;;;;;1;32;32;
2025-07-23;2;5;FO;Submuestra;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;;1;32;32;
2025-07-23;2;5;FO;Submuestra;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;;1;32;32;
2025-08-11;3;1;BE;Pot tot;Arthropoda;Insecta;Odonata;Aeshnidae;Anax;parthenope;;1;1;1;
2025-08-11;3;1;BE;Pot tot;Arthropoda;Insecta;Odonata;Libellulidae;Sympetrum;fonscolombii;;17;1;17;
2025-08-11;3;1;BE;Pot tot;Arthropoda;Insecta;Heteroptera;Notonectidae;;;Pequeños;12;1;12;
2025-08-11;3;1;BE;Pot tot;Arthropoda;Insecta;Heteroptera;Corixinae;;;Pequeños;3;1;3;
2025-08-11;3;1;BE;Pot tot;Arthropoda;Insecta;Heteroptera;Corixinae sp1;;;;4;1;4;
2025-08-11;3;1;BE;Pot tot;Arthropoda;Insecta;Heteroptera;Corixinae sp2;;;;1;1;1;
2025-08-11;3;1;BE;Pot tot;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;;6;1;6;
2025-08-11;3;1;BE;Pot tot;Annelida;Oligochaeta;;;;;;1;1;1;
2025-08-11;3;1;BE;Pot tot;Arthropoda;Insecta;Diptera;Sciomyzidae;;;;1;1;1;
2025-08-11;3;1;BE;Pot tot;Arthropoda;Insecta;Heteroptera;Mesoveliidae;Mesovelia;vittigera;;1;1;1;
2025-08-11;3;1;BE;Pot tot;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;Adulto;1;1;1;
2025-08-11;3;1;BE;Pot tot;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydroglyphus;geminus;Adulto;2;1;2;
2025-08-11;3;1;BE;Pot tot;Mollusca;Gastropoda;Basommatophora;Planorbidae sp1;;;;1;1;1;
2025-08-11;3;1;BE;Pot tot;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Enochrus;sp;Adulto;2;1;2;
2025-08-11;3;1;BE;Pot tot;Arthropoda;Insecta;Coleoptera;Dytiscidae;Eretes;griseus;Adulto;1;1;1;
2025-08-11;3;1;BE;Submuestra;Annelida;Oligochaeta;;;;;;8;32;256;
2025-08-11;3;1;BE;Submuestra;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Radix;peregra;;11;32;352;
2025-08-11;3;1;BE;Submuestra;Arthropoda;Insecta;Diptera;Chironominae;;;;2;32;64;
2025-08-11;3;1;BE;Submuestra;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;;3;32;96;
2025-08-11;3;1;BE;Submuestra;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;;1;32;32;
2025-08-11;3;1;BE;Submuestra;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;;1;32;32;
2025-08-11;3;1;BE;Submuestra;Mollusca;Gastropoda;Basommatophora;Planorbidae;;;Pequeños;3;32;96;
2025-08-11;3;1;FO;Pot tot;Arthropoda;Insecta;Odonata;Aeshnidae;Anax;parthenope;;1;1;1;
2025-08-11;3;1;FO;Pot tot;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;Adulto;2;1;2;
2025-08-11;3;1;FO;Pot tot;Arthropoda;Insecta;Heteroptera;Notonectidae;;;Pequeños;1;1;1;
2025-08-11;3;1;FO;Pot tot;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;;4;1;4;
2025-08-11;3;1;FO;Pot tot;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;;3;1;3;
2025-08-11;3;1;FO;Pot tot;Annelida;Oligochaeta;;;;;;1;1;1;
2025-08-11;3;1;FO;Pot tot;Arthropoda;Insecta;Heteroptera;Corixinae sp1;;;;1;1;1;
2025-08-11;3;1;FO;Pot tot;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydroglyphus;geminus;Adulto;5;1;5;
2025-08-11;3;1;FO;Submuestra;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;;4;32;128;
2025-08-11;3;1;FO;Submuestra;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;;10;32;320;
2025-08-11;3;1;FO;Submuestra;Crustacea;Copepoda;Cyclopoida;;;;;1;32;32;
2025-08-11;3;1;FO;Submuestra;Annelida;Oligochaeta;;;;;;12;32;384;
